"","ref251.pos","Animal:3216 Week3: plasma","Animal:3216 Week8: plasma","Animal:3216 Week9: R ing LN","Animal:3216 Week9: R cran HLN 1 gran","Animal:3216 Week9: R cran HLN 2","Animal:3216 Week9: RML","mean","count"
"556",649,0,0,0,0,0,0,0,0
"557",650,0,0,0,0,0,0,0,0
"558",651,0,0,0,0,0,0,0,0
"559",652,0,0,1.57069707536205e-05,0,0,0,2.61782845893674e-06,1
"560",653,0,0,0,0,0,0,0,0
"561",654,0,0,0,0,0,0,0,0
"562",655,3.64370404378275e-06,0,0,0,0,0,6.07284007297125e-07,1
"563",656,0,0,0,0,0,0,0,0
"564",657,0,0,0,0,0,0,0,0
"565",658,0,0,0,0,0,0,0,0
"566",659,0,0,0,0,0,0,0,0
"567",660,0,0,0,0,0,0,0,0
"568",661,0,0,0,0,0,0,0,0
"569",662,0,0,0,0,0,0,0,0
"570",663,0,0,0,0,0,0,0,0
"571",664,0,0,0,0,0,0,0,0
"572",665,0,0,0,0,0,0,0,0
"573",666,0,0,0,0,0,0,0,0
"574",667,0,0,0,0,0,0,0,0
"575",668,0,0,0,0,0,0,0,0
"576",669,0,0,0,0,0,0,0,0
"577",670,0,0,0,0,0,0,0,0
"578",671,0,0,0,0,0,0,0,0
"579",672,0,0,0,0,0,0,0,0
"580",673,0,0,0,0,0,0,0,0
"581",674,0,0,0,0,0,0,0,0
"582",675,0,0,0,0,0,0,0,0
"583",676,0,0,0,0,0,0,0,0
"584",677,0,0,0,0,0,0,0,0
"585",678,0,0,0,0,0,0,0,0
"586",679,0,0,0,0,0,0,0,0
"587",680,3.50143734002808e-06,1.39950177736726e-05,0,0,0,0,2.91607585228344e-06,2
"588",681,0,0,0,0,0,0,0,0
"589",682,0,0,0,0,0,0,0,0
"590",683,0,0,0,0,0,0,0,0
"591",684,0,0,0,0,0,0,0,0
"592",685,2.443315089914e-05,0,1.49106849968688e-05,6.8592986367144e-05,0,4.84355323065e-05,2.60620590949421e-05,4
"593",686,0,0,0,0,0,0,0,0
"594",687,0,0,0,0,0,0,0,0
"595",688,0,0,0,0,0,0,0,0
"596",689,0,0,0,0,0,0,0,0
"597",690,0,0,0,0,0,0,0,0
"598",691,3.47450236439886e-06,0,0,0,0,0,5.7908372739981e-07,1
"599",692,0,0,0,0,0,0,0,0
"600",693,0,0,0,0,0,0,0,0
"601",694,0,0,0,0,0,0,0,0
"602",695,0,0,0,0,0,0,0,0
"603",696,1.03910858338327e-05,0,1.47911489764525e-05,0,0,0,4.19703913504753e-06,2
"604",697,0,0,0,0,0,0,0,0
"605",698,0,0,0,0,0,0,0,0
"606",699,0,0,0,0,0,0,0,0
"607",700,0,0,0,0,0,0,0,0
"608",701,0,0,0,0,0,0,0,0
"609",702,0,0,0,0,0,0,0,0
"610",703,0,0,0,0,0,0,0,0
"611",704,3.43873042072867e-06,0,0,0,0,0.000182174249669809,3.09354966817563e-05,2
"612",705,0,0,0,0,0,0,0,0
"613",706,0,0,0,0,0,0,0,0
"614",707,0,0,0,0,0,0,0,0
"615",708,0,0,0,0,0,0,0,0
"616",709,0,0,0,0,0,0,0,0
"617",710,0,0,0,0,0,0,0,0
"618",711,0,0,0,0,0,0,0,0
"619",712,0,0,0,0,0,0,0,0
"620",713,0,0,0,0,0,0,0,0
"621",714,0,0,0,0,0,0,0,0
"622",715,0,0,0,0,0,0,0,0
"623",716,0,0,0,0,0,0,0,0
"624",717,0,0,0,0,0,0,0,0
"625",718,0,0,0,0,0,0,0,0
"626",719,0,0,0,0,0,0,0,0
"627",720,0,0,0,0,0,0,0,0
"628",721,0,0,0,0,0,0,0,0
"629",722,0,0,0,0,0,0,0,0
"630",723,0,0,0,0,0,0,0,0
"631",724,0,0,0,0,0,0,0,0
"632",725,0,0,0,0,0,0,0,0
"633",726,0,0,0,0,0,0,0,0
"634",727,0,0,0,0,0,0,0,0
"635",728,0,0,0,0,0,0,0,0
"636",729,0,0,0,0,0,0,0,0
"637",730,0,0,0,0,0,0,0,0
"638",731,0,0,0,0,0,0,0,0
"639",732,0,0,0,0,0,0,0,0
"640",733,0,0,0,0,0,0,0,0
"641",734,0,0,0,0,0,0,0,0
"642",735,0,0,0,0,0,0,0,0
"643",736,0,0,0,0,0,0,0,0
"644",737,0,0,0,0,0,0,0,0
"645",738,0,0,0,0,0,0,0,0
"646",739,0,0,0,0,0,0,0,0
"647",740,0,0,0,0,0,0,0,0
"648",741,0,0,0,0,0,0,0,0
"649",742,0,0,0,0,0,0,0,0
"650",743,0,0,0,0,0,0,0,0
"651",744,0,0,0,0,0,0,0,0
"652",745,0,0,0,0,0,0,0,0
"653",746,3.40597134896901e-06,0,0,0,0,0,5.67661891494835e-07,1
"654",747,0,0,0,0,0,0,0,0
"655",748,0,0,0,0,0,0,0,0
"656",749,0,0,0,0,0,0,0,0
"657",750,0,0,0,0,0,0,0,0
"658",751,0,0,0,0,0,0,0,0
"659",752,6.81918919840431e-06,0,0,0,0,0,1.13653153306739e-06,1
"660",753,0,0,0,0,0,0,0,0
"661",754,0,0,0,0,0,0,0,0
"662",755,0,0,0,0,0,0,0,0
"663",756,0,0,0,0,0,0,0,0
"664",757,0,0,0,0,0,0,0,0
"665",758,0,0,0,0,0,0,0,0
"666",759,0,0,0,0,0,0,0,0
"667",760,0,0,0,0,0,0,0,0
"668",761,0,0,0,0,0,0,0,0
"669",762,0,0,0,0,0,0,0,0
"670",763,0,0,0,0,0,0,0,0
"671",764,0,0,0,0,0,0,0,0
"672",765,0,0,0,0,0,0,0,0
"673",766,0,0,0,0,0,0,0,0
"674",767,0,0,0,0,0,0,0,0
"675",768,3.41566217734801e-06,0,0,0,0,0,5.69277029558002e-07,1
"676",769,0,0,0,0,0,0,0,0
"677",770,0,0,0,0,0,0,0,0
"678",771,0,0,0,0,0,0,0,0
"679",772,0,0,0,0,0,0,0,0
"680",773,0,0,0,1.66525120314399e-05,0,0,2.77541867190666e-06,1
"681",774,0,0,0,0,0,0,0,0
"682",775,0,0,0,0,0,0,0,0
"683",776,0,0,0,0,0,0,0,0
"684",777,0,0,0,0,0,0,0,0
"685",778,0,0,0,0,0,0,0,0
"686",779,6.84994845413788e-06,0,0,0,0,0,1.14165807568965e-06,1
"687",780,0,0,0,0,0,0,0,0
"688",781,0,0,0,0,0,0,0,0
"689",782,0,0,0,0,0,0,0,0
"690",783,0,0,0,0,0,0,0,0
"691",784,0,0,0,0,0,0,0,0
"692",785,0,0,0,0,0,0,0,0
"693",786,0,0,0,0,0,0,0,0
"694",787,0,0,0,0,0,0,0,0
"695",788,0,0,0,0,0,0,0,0
"696",789,0,0,0,0,0,0,0,0
"697",790,0,0,0,0,0,0,0,0
"698",791,0,0,0,0,0,0,0,0
"699",792,0,0,0,0,0,0,0,0
"700",793,0,0,0,0,0,0,0,0
"701",794,0,0,0,0,0,0,0,0
"702",795,0,0,0,0,0,0,0,0
"703",796,0,0,0,0,0,0,0,0
"704",797,0.000398269587310307,0,0,0,0,0,6.63782645517178e-05,1
"705",798,0.000285574693265254,0,0,0,0,0,4.75957822108757e-05,1
"706",799,0,0,0,0,0,0,0,0
"707",800,1.03448632581492e-05,4.05624661979448e-05,0,0,0,0.000628061801281246,0.000113161521789557,3
"708",801,0,0,0,0,0,0,0,0
"709",802,6.90946527648225e-06,1.35444460998767e-05,0,0,0,0,3.40898522939317e-06,2
"710",803,0,0,0,0,0,0,0,0
"711",804,3.49552572706935e-06,0,0,0,0,0,5.82587621178225e-07,1
"712",805,0,0,0,0,0,0,0,0
"713",806,0,0,0,0,0,0,0,0
"714",807,7.03197791958933e-06,0,0,0,0,0,1.17199631993156e-06,1
"715",808,0,1.37932937006028e-05,4.49048018201413e-05,1.70773775978961e-05,0,0,1.26292455197734e-05,3
"716",809,0,0,2.99715270493032e-05,0.000102586899652914,0,0,2.20930711170362e-05,2
"717",810,0,0,0,0,0,0,0,0
"718",811,0,0,0,0,0,0,0,0
"719",812,0,0,0,0,0,0,0,0
"720",813,0,0,0,0.000120527566376253,0,4.34046616606624e-05,2.73220380061525e-05,2
"721",814,3.55122463981704e-06,0,0,0.000379316884773875,0,0.000567066521264995,0.000158322438446448,3
"722",815,0,0,0,0,0,0,0,0
"723",816,3.55911150340429e-06,0,0,0,0,0,5.93185250567382e-07,1
"724",817,0,0,0,0,0,0,0,0
"725",818,3.57832963572604e-06,0,0,0,0,0,5.96388272621007e-07,1
"726",819,0,0,0,0,0,0,0,0
"727",820,0,0,0,0,0,0,0,0
"728",821,0,0,0,0,0,0,0,0
"729",822,0,0,0,0,0,0,0,0
"730",823,0.00083908015837638,0,0,0.00179949973907254,0,0,0.000439763316241486,2
"731",824,0,0,0,0,0,0,0,0
"732",825,0,0,0,0,0,0,0,0
"733",826,0,NA,NA,0,NA,NA,0,NA
"734",827,NA,NA,NA,NA,NA,NA,NA,NA
"735",828,NA,NA,NA,NA,NA,NA,NA,NA
"736",829,NA,NA,NA,NA,NA,NA,NA,NA
"737",830,NA,NA,NA,NA,NA,NA,NA,NA
"738",831,NA,NA,NA,NA,NA,NA,NA,NA
"739",832,NA,NA,NA,NA,NA,NA,NA,NA
"740",833,NA,NA,NA,NA,NA,NA,NA,NA
"741",834,NA,NA,NA,NA,NA,NA,NA,NA
